"","ID","group","captcha","mTurkCode","loopOrder","question","answer_learn","accuracy_learn","confidence_learn","submit_time_learn","clicks_learn","answer_test","accuracy_test","confidence_test","submit_time_test","clicks","veracity","session","RWA","AOT","IH","CRT","CRT_old","CRT_new","income","fluent","anxiety","effort","age","gender","edu","conservatism_social","conservatism_economic","conservatism","IH_bin","CRT_bin","RWA_bin","Confidence_bin5","Confidence_ord"
"14626","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A106_Q1",1,1,73,4.409,2,1,1,86,3.66,2,1,"1",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","4",4
"14627","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A107_Q1",1,1,74,3.824,2,1,1,89,4.024,2,1,"2",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","4",4
"14628","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A108_Q1",1,1,78,3.402,2,2,0,78,4.989,3,1,"1",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","4",4
"14629","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A109_Q1",1,1,83,6.242,3,1,1,64,4.157,2,1,"2",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","5",5
"14630","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A110_Q1",2,0,84,4.495,3,1,1,92,3.488,2,1,"1",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","5",5
"14631","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A111_Q1",2,0,87,6.547,3,1,1,100,4.969,3,1,"2",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","5",5
"14632","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A112_Q1",2,0,86,5.7,6,1,1,100,5.09,3,1,"1",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","5",5
"14633","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A113_Q1",1,1,98,5.062,2,1,1,100,6.411,2,1,"2",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","5",5
"14634","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A114_Q1",1,1,100,5.099,2,1,1,100,3.777,2,1,"1",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","5",5
"14635","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A115_Q1",1,1,88,6.922,3,1,1,75,4.576,2,1,"2",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","5",5
"14636","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A116_Q1",1,1,90,4.441,4,1,1,98,4.648,3,1,"1",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","5",5
"14637","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A117_Q1",1,1,53,4.105,2,1,1,71,4.437,2,1,"2",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","3",3
"14639","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A119_Q1",2,0,90,5.629,2,1,1,74,6.774,2,1,"2",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","5",5
"14640","AIA9J1KIBCE6K","B_A","HE3X6",9037,",""Caterpillars grow and develop into butterflies."",""Humans only use approximately 10% of their brains."",""Albert Einstein failed math i","A120_Q1",2,0,94,4.916,2,1,1,83,3.441,2,1,"1",3,3.857142857,3.666666667,0.571428571,0.666666667,0.5,10,1,8,15,28,0,7,5,5,5,"low","low","high","5",5
"14763","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A1_Q1",1,0,74,5.35,3,2,1,100,4.177,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14764","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A2_Q1",2,1,54,5.629,3,2,1,100,4.211,3,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","3",3
"14765","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A3_Q1",1,0,89,3.75,2,2,1,100,4.602,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14766","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A4_Q1",1,0,92,5.935,3,2,1,100,3.473,3,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14767","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A5_Q1",1,0,13,4.346,2,2,1,47,5.537,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14768","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A6_Q1",1,0,31,5.545,2,2,1,92,4.764,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","2",2
"14769","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A7_Q1",1,0,53,5.217,3,2,1,34,6.264,3,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","3",3
"14771","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A9_Q1",1,0,95,3.928,2,2,1,17,5.965,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14772","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A10_Q1",2,1,13,4.556,2,1,0,100,3.962,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14773","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A11_Q1",1,0,72,3.1,2,2,1,100,5.032,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14774","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A12_Q1",1,0,83,6.029,2,2,1,84,6.212,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14775","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A13_Q1",2,1,69,3.681,3,2,1,43,6.055,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14776","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A14_Q1",1,0,15,5.025,2,2,1,100,4.305,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14777","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A15_Q1",1,0,0,6.413,2,1,0,88,4.444,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14778","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A16_Q1",1,0,0,4.487,2,2,1,100,3.082,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14779","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A17_Q1",2,1,82,5.486,2,2,1,100,3.778,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14780","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A18_Q1",1,0,29,5.359,3,2,1,100,3.344,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","2",2
"14781","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A19_Q1",1,0,36,4.854,2,2,1,100,4.166,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","2",2
"14782","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A20_Q1",1,0,85,4.642,5,2,1,22,6.338,4,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14783","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A21_Q1",1,0,88,3.63,2,2,1,79,8.842,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14784","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A22_Q1",1,0,77,4.654,2,1,0,28,3.376,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14785","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A23_Q1",1,0,12,6.375,4,2,1,100,4.468,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14786","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A24_Q1",1,0,85,4.545,2,2,1,100,4.748,4,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14787","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A25_Q1",2,1,61,4.448,2,2,1,91,4.328,3,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14788","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A26_Q1",1,0,35,4.191,4,2,1,100,3.364,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","2",2
"14789","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A27_Q1",2,1,79,3.923,2,2,1,100,4.042,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14790","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A28_Q1",2,1,26,6.485,2,2,1,54,4.462,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","2",2
"14791","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A29_Q1",1,0,29,4.818,3,2,1,100,3.398,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","2",2
"14792","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A30_Q1",1,0,63,7.688,3,2,1,93,3.685,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14793","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A31_Q1",1,0,95,6.226,6,1,0,83,5.11,4,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14794","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A32_Q1",2,1,0,7.056,3,1,0,30,6.338,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14796","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A34_Q1",2,1,0,5.387,2,2,1,100,4.118,3,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14797","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A35_Q1",2,1,76,4.1,2,2,1,97,3.975,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14798","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A36_Q1",1,0,12,4.787,2,2,1,100,3.055,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14799","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A37_Q1",1,0,63,6.377,2,1,0,80,5.532,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14800","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A38_Q1",1,0,84,4.867,4,2,1,100,3.481,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14801","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A39_Q1",1,0,87,4.392,3,2,1,100,4.101,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14802","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A40_Q1",1,0,100,3.56,2,2,1,100,4.019,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14803","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A41_Q1",1,0,38,4.75,2,1,0,90,4.774,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","2",2
"14804","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A42_Q1",1,0,93,3.724,2,2,1,100,4.501,3,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14806","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A44_Q1",2,1,100,4.929,2,2,1,100,3.328,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14807","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A45_Q1",1,0,13,6.015,3,2,1,100,3.512,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14808","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A46_Q1",2,1,100,4.126,2,2,1,100,5.029,4,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14809","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A47_Q1",2,1,64,3.536,2,2,1,92,4.442,3,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14810","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A48_Q1",2,1,15,8.047,2,2,1,100,3.85,3,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14811","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A49_Q1",1,0,98,4.623,3,1,0,85,5.188,3,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14812","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A50_Q1",1,0,23,3.708,2,2,1,76,3.55,3,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","2",2
"14813","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A51_Q1",2,1,0,3.549,2,2,1,77,3.443,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14814","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A52_Q1",1,0,20,5.721,2,2,1,96,3.665,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14815","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A53_Q1",1,0,14,5.279,2,2,1,38,6.719,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14816","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A54_Q1",1,0,80,4.235,2,2,1,100,4.489,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14817","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A55_Q1",1,0,85,4.34,2,2,1,100,4.126,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14818","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A56_Q1",2,1,29,4.8,2,2,1,100,4.663,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","2",2
"14820","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A58_Q1",2,1,0,6.886,2,2,1,81,3.612,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14821","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A59_Q1",1,0,91,3.326,2,2,1,85,5.313,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14822","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A60_Q1",1,0,29,5.342,2,2,1,100,3.231,3,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","2",2
"14823","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A61_Q1",2,1,72,3.258,2,2,1,98,3.493,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14824","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A62_Q1",1,0,68,5.343,2,2,1,100,3.711,3,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","4",4
"14825","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A63_Q1",1,0,100,5.19,2,2,1,100,3.501,2,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
"14826","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A64_Q1",1,0,33,5.984,2,2,1,76,5.815,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","2",2
"14827","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A65_Q1",2,1,0,6.421,3,2,1,24,4.906,4,2,"2",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","1",1
"14828","A1F9KLZGHE9DTA","B_A","HE3X6",4076,",""Bathroom door handles have high concentrations of bacteria."",""Cockroaches can survive a nuclear blast."",""Sunflowers turn to track th","A66_Q1",1,0,88,6.175,3,2,1,92,3.181,2,2,"1",1.933333333,6,4.833333333,0.857142857,1,0.75,11,1,1,15,44,0,3,4,5,4.5,"high","low","low","5",5
